content,label
虽然冬天去水没有夏天的大，但还是很美。,好评
"春节假期和家人去了有名的黄果树大瀑布，最早知道他因为烟，这次终于有机会来了，毕竟是淡季，人不是很多，门票可以去三个景点，这个季节水量不是很大，但还是能感受到他的魅力，西游记拍摄就在这里，可以从瀑布后面的水帘洞穿过去，总体感觉真的很好，希望下次有机会夏天再来一次
收起评论",好评
"黄果树瀑布，天星桥，陡坡塘，整个黄果树瀑布景区分为这三大部分。 走过这么多城市的5A级景区。个人觉得这是最规的一个。管理，景区路线设计，景色，人文，安保，绝对都是5A级标准。 建议大家先从陡坡塘开始倒着走，景区太大了。玩一天绰绰有余。
收起评论",好评
"黄果树瀑布，小学课本里出现过的地方，实在是太美了，英文叫magnificent! 景区里层峦叠嶂，树木郁郁葱葱，苍翠欲滴，景色宜人，空气清新，是个天然的大氧吧。 景区里除了最大的瀑布之外，还有好几个小瀑布，每个都很值得一看。最大的瀑布还没看到是便听到了巨大的水声，有震撼之感，如果来贵州，就一定要去黄果树瀑布！
收起评论",好评
"黄果树瀑布，我感觉它胜在布形漂亮，像帘子一样分开垂直挂下。 交通： 整个景区面积很大，光靠走肯定不行，所以景区内还有交通车，循环往复，接送客人。 特色体验： 这个景点就是沿着一条河一路往前。河边不断有景点，有惊喜，等你探索。 推荐理由： 黄果树瀑布，经典部分就在他这边，沿着台阶，下到谷底，对面山顶一排壮观的溪水顺崖而下，落差至少百十米吧！发出隆隆水声，荡漾起层层水雾缥缈。
收起评论",好评
"读万卷书，走千里路，大美江山。 黄果树瀑布，即黄果树大瀑布。古称白水河瀑布，亦名“黄葛墅”瀑布或“黄桷树”瀑布，因本地广泛分布着“黄葛榕”而得名。位于中国贵州省安顺市镇宁布依族苗族自治县，属珠江水系西江干流南盘江支流北盘江支流打帮河的支流可布河下游白水河段水系，为黄果树瀑布群中规模最大的一级瀑布，是世界著名大瀑布之一。以水势浩大著称。瀑布高度为77.8米，其中主瀑高67米；瀑布宽101米，其中主瀑顶宽83.3米。黄果树瀑布属喀斯特地貌中的侵蚀裂典型瀑布。
收起评论",好评
"17年冬天去的，不愧久负盛名，当时整个贵州的行程里只有黄果树出现了需要排队进景区参观的状况 虽然人多，但景色对得起等待，那时手机比较旧，拍出来照片比较糊，实景是很美的，冬天的黄果树瀑布水流量小，没有夏天那么壮观，不过多了一些柔美。离得近会感受到水雾，会有一些冷。 黄果树背后的瀑布也很美，没有黄果树那么高但更宽阔，各有特色
收起评论",好评
"黄果树瀑布，唐僧师徒四人西天取经途径之处。古称白水河瀑布，亦名“黄葛墅”瀑布或“黄桷树”瀑布，因本地广泛分布着“黄葛榕”而得名。一路上经过的山边野地的确可以看见许多这些树木悄然静立，就是季节不对，没亲眼见到黄果压满枝的盛况。 适逢国定假日，人多在所难免，还好安排了VIP车直接进景区，避免了在门口如山如海的长龙里挣扎打拼。 进园后，穿过一个小小的盆景园，再徒步一段山路，转几个弯，就可以得见瀑布的真身了。 “拔地万里青嶂立, 悬空千丈素流分。” 凭栏眺望，但见巨瀑似布如帛，汹涌澎湃。走得再近些，便闻穿云裂石之声，震耳欲聋，水流激荡，玉花飞溅，吾等皆屏息凝神，不知不觉间，全身濡湿，衣履俱透。 水，至柔，却兼具万钧之力。别小看，绕指柔，也可化身百炼钢。
收起评论",好评
"没见过黄果树瀑布前，可能无法想象这种震撼，直到亲眼见到，才觉得大自然的鬼斧神工，真的让我由心生出的惊叹。 黄果树瀑布属于喀斯特地貌中的侵蚀裂典型瀑布，是世界著名大瀑布之一，高77米，宽101米，以水势浩大著称。 景点： 黄果树瀑布 地址：贵州省安顺市镇宁县 门票：旺季160元，淡季150元 开放时间：全天 最佳游玩时间：6-10月最佳 推荐理由：被吉尼斯纪录认证的世界上最大的瀑布群，享有中华第一瀑美誉，也是亚洲第一大瀑布，每年的七八月份是最佳观赏时间，水量最为充足，气势磅礴。通过五个观景台可以欣赏到大瀑布不同的景致，是世界上唯一能全方位观景的大瀑布。 每年这里都会举办黄果树瀑布节，宣传独特的自然景观和多姿多彩的民族民俗文化。
收起评论",好评
"之前夏天去的，要看大瀑布得坐一段很长的滚梯才能到达。 瀑布的水很大，确实很壮观，不愧是世界著名大瀑布之一！ 周围的绿植很茂盛，郁郁葱葱的，天然的一个大氧吧，空气清新自然，在这居住真得能多活十年没问题，真的特别喜欢??
收起评论",好评
"8月底九月初带爸妈去的，到了当地找的纯玩旅行团，感觉不错，就是起的有点早，但是老人家倒是不怕起得早，景色壮观，值得一来，错峰出行，没什么游客，不用排队，特别爽，瀑布水量充裕。听导游说高峰期需要排队很久，很庆幸选择的时间恰当
收起评论",好评
"十几年前去的了，刚刚翻出了三张照片，貌似后面两张还是其他瀑布的照片，反正都是一条线。就是在一个周末游玩的。当时是3月份去的，水量不是很大，不过看起来已经比较雄伟了，毕竟是老牌的景区，一说到贵州的旅游景区，首选的就是黄果树瀑布。
收起评论",好评
"非常值得一去！！！ 瀑布很壮观 身临其境比照片、视频真的震撼太多！ 建议用一天的时间好好体验一下 不过交通一般 自驾更方便一些 有很多团但是我更喜欢按照自己的节奏去游玩 跟家人一起走走停停 感受黄果树的壮丽与秀美
收起评论",好评
"黄果树瀑布出名始于明代旅行家徐霞客，瀑布位于贵州，是世界著名大瀑布之一，以水势浩大著称，看到黄果树瀑布就会想到西游记敢问路在何方在心里不自觉的唱了起来，我们大中华湖光山色各种美景还是很多哒
收起评论",好评
"冬季枯水期，水量不是很大，不过还是很漂亮！有三个区域，陡坡塘最小，是上游，是一个比较小的瀑布，很快就可以逛完，黄果树瀑布是中游，很壮观，是最出名的景点；还有一个区域是天星桥，属于下游，很大，全部逛完要3个小时左右。三个区域有观光车送达，陡坡塘和黄果树可以放在一并游览，天星桥要远些，不过如果一天之内光三个区域会很累，我们分成两天逛的，住的黄果树宾馆，就在景区里，非常方便。
收起评论",好评
"黄果树瀑布，去贵州必须要去的一个景点。 很不巧，当时阴天，拍照没有拍出效果。我是3月去的，建议6~10月去玩，天气好，拍照也好看。 黄果树瀑布历史悠久，1982年，列入第一批国家级重点风景名胜区，真的值得一去！
收起评论",好评
"黄果树景区包括：天星桥景区、黄果树大瀑布、陡坡塘景区等。是国家重点风景名胜区和首批国家5A级景区。 (一)天星桥景区 首段是天星桥，大别山人称石舖桥，是一块块间断平滑的石头组成过河桥，天星桥的石舖桥。每块石铺上有一个日期，从一月一日到十二月三十一日。每个日期下方还有一款该日出日的世界名人。 中段是天星洞景区，在五光十色、变幻无穷的奇峰异石中，4根大石柱直抵洞顶，柱上石花丛生，色泽艳丽，如雕龙刻凤，栩栩如生。 末段是水上石林景区。瀑布水自伏流涌出后形成冒水潭，跌浪飞雪，银链坠潭，奇石与流水的组合显现灵气。 银链坠潭瀑布。它不以高取胜，也不以阔或以大惊人，而是以它那干丝万缕的情态和如泣如诉的瀑声，让人看见就不想离开。
收起评论",好评
"五星级导游晓宇领着去了三个景点，分别是陡坡塘瀑布，天星桥，黄果树瀑布，十二月份去的，人不多哦，恰好可以认真仔细的观赏。 第一站陡坡塘瀑布，西游记片尾曲《敢问路在何方》的师徒四人走的那段瀑布，虽然冬季，水流小了许多，可是景色还是很漂亮的。 第二站是天星桥，沿途可以在脚下找到生日石，还会看到高老庄，对啊，就是猪八戒娶媳妇的高老庄。 最后就到终点也是重点黄果树瀑布，孙悟空的水帘洞就在里面啊！水流湍急，打在石头上的声音很大，大家打着雨伞或者穿着简易雨衣，穿过水帘洞，到了瀑布里侧，瀑布很壮观，游客们都很叹为观止。 在坐瀑布电梯那里，还有许多盆景，还看到了地理学家徐霞客的雕像，这位旅行家写过黄果树瀑布景区的游记哦！ 祖国的大好河山很壮观，等着我们去观赏，希望疫情赶紧过去，加油！
收起评论",好评
"很美！秀丽！层层叠叠的山峦间，倾泻而下的瀑布群。图四是我小时候百看不厌六小龄童版本《西游记》里，猪八戒和7个蜘蛛精嬉水的取景地(≧?≦)。景区周边随便吃吃就是摊鸡蛋、腊肉和酸菜鱼。别看普通小餐馆，味道很可以呀。
收起评论",好评
"黄果树大瀑布，还有什么好说的呢，名气实在是太响亮了。来贵州旅游一定不会错过，景区非常之大，有三个大的部门，每一个在外地可能都可以撑起一个5A景区，三个合在一起，中间通过区间车来中转，仔细游览的话时间至少1整天，建议大家可以早点到景区，也不会太拥挤。大瀑布景区的人太多了，建议安排在首先游览。天星桥需要步行的时间比较长。
收起评论",好评
"黄果树瀑布是国内数一数二的著名大瀑布，贵州的旅行就是直奔了，黄果树确实风景太壮观了，在人流如潮的人群中，远观瀑布直下几千尺，声势浩大，振动人心喔。真好遇见六角梅的盛开，一片片瑰丽鲜艳夺目，让我们爱花的人群开心不毅，贵州市里也好发达呀，贵州是个好地方！
收起评论",好评
"来之前以为黄果树只是一个瀑布，来了之后才知道有好几部分组成。 中部的瀑布最高，称为：大瀑布。 上部的瀑布最宽，称为：陡坡塘瀑布。 下部的瀑布最美，称为：银链坠潭瀑布。 总的行程还是蛮累，早上9:00-下午18:00结束，行程2.5w步。
收起评论",好评
贵州之行之贵州黄果树大瀑布！不管你是第一次去还是第二次去都会觉得好壮观,好评
一共三个景区，有大巴车，到了景点还要自己走，电梯票建议买，不然体力消耗真的很大。,好评
"黄果树瀑布，即黄果树大瀑布。古称白水河瀑布，亦名“黄葛墅”瀑布或“黄桷树”瀑布，因本地广泛分布着“黄葛榕”而得名。[1]位于中国贵州省安顺市镇宁布依族苗族自治县，属珠江水系西江干流南盘江支流北盘江支流打帮河的支流可布河下游白水河段水系，为黄果树瀑布群中规模最大的一级瀑布，是世界著名大瀑布之一。以水势浩大著称。瀑布高度为77.8米，其中主瀑高67米；瀑布宽101米，其中主瀑顶宽83.3米。黄果树瀑布属喀斯特地貌中的侵蚀裂典型瀑布。 黄果树瀑布出名始于明代旅行家徐霞客，经过历代名人的游历、传播，成为知名景点。 地址 贵州省镇宁布依族苗族自治县黄果树镇 中文名 黄果树瀑布 瀑布类型 侵蚀裂典型瀑布 所属水系 珠江.西江.南盘江.北盘江.打帮河 地理位置 贵州安顺市镇宁县 所属地形 喀斯特地形地区 高 77.8米 宽 101米 开放时间 全天 门票价格 旺季160.00元 淡季150.00元[2] 著名景点 坝陵河大桥 建议游玩时长 3-4小时 适宜游玩季节 6月-10月最佳
收起评论",好评
"17年去的黄果树瀑布，最近这个疫情没法出去，然后又要继续完成每个月的任务，所以就来这里点评了。当时是在贵阳报的一日团，大早上很早就出门了，大巴来回接送。景点还是挺不错的，特别我这样家乡都看不到山的人，看着山山水水是真的舒畅，在贵阳那七八天的确很开心，2020年有时间再去一次。
收起评论",好评
"冬季拍照更美哟 黄果树是去贵州旅行怎么也绕不开的坎了虽然他的规模跟美洲那两个巨无霸没法比但毕竟也是天朝第一甚 至亚洲第一了 因为是冬季去的属于枯水期少了丰水期的一点气势磅礴但反而多了份清秀俊美好比一-个是孔武有力的猛张飞一个是潇洒飘逸的赵子龙我我我当然是选择跟我-样帅的赵云啦 玩笑归玩笑不说个人审美只从拍照效果来说这样的黄果树是最好的整片连起来的瀑布实在拍不出什么特别的美感
收起评论",好评
"我得说一声 这都是以前的存货 这日子头 全国人民都在抗击疫情 咱也不可能出门给人添乱去 黄果树大瀑布高77.8米 宽101.0米 是中国最大的瀑布 也是世界著名大瀑布之一 在三百多年前 中国著名的地理学家、旅行家徐霞客描述其“水由溪上石，如烟雾腾空 势其雄厉 所谓珠帘钩不卷 匹练挂遥峰 具不足拟其状也 在那我只剩下仰脖去看 手机去照 附耳去听 人真多
收起评论",好评
"【黄果树瀑布】中国第一大瀑布 位于贵州省安顺市镇宁布依族苗族自治县内，属于中国第一大瀑布，也是贵州一个名片。 古诗云“飞流直下三千尺 疑是银河落九天”虽写得庐山瀑布，用于黄果树瀑布也十分符合。倾泻而下的水流在到达底部时的水花飞溅激起雾气来。 保留十分完整的自然风景，从贵阳搭大巴车可直达景区景点附近，餐饮业和住宿配备都挺齐全。 瀑布景观十分壮观，水流湍急，提前准备了雨衣和防滑雨鞋。 属于亚热带气候，所以夏季宜人，避暑胜地，冬季温度5度左右，比贵阳要暖和一些，也不会结冰，旅行和放松不错的地方。 远离市区，空气质量挺好的，购物发展也挺成熟，比川西居住环境舒适很多
收起评论",好评
"黄果树大瀑布洞，是世界上惟一能从上、下、左、右、里、外，6个角度来全方位观看、触摸的瀑布。 这篇只说从里面看瀑布，那就是水帘洞，旺季里要半小时排队才能进去。 水帘洞在黄果树瀑布四十米至四十七米的高度上，全长一百三十四米，共有六个洞窗、五个洞厅、三股洞泉和六个通道。不进水帘洞，就不会真正领略到黄果树瀑布的雄奇和壮观。
收起评论",好评
"惊叹于大自然的鬼斧神工。 有中华第一瀑美誉的黄果树瀑布，其实是拥有风格各异的大小瀑布共18个所组成的瀑布群，而被吉尼斯世界纪录认证为世界上最大的瀑布群。目前包含三个景点：黄果树大瀑布、天星桥和陡坡塘。在景点间移动，需依赖景区的环保车（票价已包含在门票內）。一般建议旅游线路，是按照陡坡塘→天星桥→大瀑布此一顺序，但若是像我扶老携幼出行的话，建议大瀑布→陡坡塘，舍弃较为费时费力的天星桥亦可。 ★黄果树大瀑布 入口处设有黄果树大扶梯可缩短至大瀑布的时间（RMB 50元/来回），但会错过不少美景。建议步行至大瀑布，回程再体验世界上最长的野外观光电动扶梯（图九，全程340米）。 号称亚洲第一大瀑布的黄果树大瀑布，基本上在远处即可听到流水声。海拔903.9米、高77.8米、寬101米，是名副其实的大瀑布。可由五个观景台的角度分别欣赏到大瀑布不同的景致，也是世界上唯一能全方位观景的瀑布，最终注入犀牛潭中。 瀑布后方有一水幕，可以从半山腰穿过去。同时也是86版西游记中，花果山和水帘洞的所在地。 ★陡坡塘 陡坡塘是距离景区大门最近的景点。陡坡塘瀑布位于黄果树瀑布上游，虽然高度只有21米，但宽却高达105米，是黄果树瀑布群中最宽的瀑布，同时也是86版西游记的师徒四人取经必经之路。 若是体力有限，建议上午出发，走完两个景区后出园，至对面的农家乐用餐。 《徐霞客游记》中曾记载，珠帘钩不卷，匹练挂遥峰。俱不足以拟其状也，盖余所见瀑布，高峻数倍者有之而从无此阁大者，但从其上侧身下瞰，不免神竦。迄今看来，依旧相当传神。
收起评论",好评
"黄果树大瀑布享有“中华第一瀑”的美誉，去贵州玩，当然不能错过这一奇观，每年7、8月份是最佳观赏时间，因为水量最为充足，气势磅礴。 黄果树瀑布是唯一可以从上、下、前、后、左、右六个方位观赏的瀑布，其壮阔的气势不但中国第一，而且在世界上也是排在前三位的。 黄果树景区的地形还是比较多样的，所以切忌不要边走边看，要集中注意力 门票的价格是旺季180元，淡季160元。 回顾：2017年8月27日暑期游之“贵阳-黄果树瀑布”
收起评论",好评
"非常时期哪都不能去，补一下去年去贵州时候的点评吧。来到贵州一定要去黄果树瀑布去看看，趁着休息日和大家组团去玩。当时是11月份，游客不多，在贵阳的那几天一直阴天，唯独去黄果树那天放晴了，还能看到彩虹??虽然瀑布的水量不大，但近距离参观还是觉得大自然很神奇。
收起评论",好评
"安顺黄果树瀑布。 先说说安顺的吃的，安顺的小吃很多哦，丝娃娃比较有特色，还有留一手烤鱼。记得还有一条夜市小吃街，晚上很热闹。 黄果树景区是很值得去的一个景区，只是当时是国庆去的，真的切切实实体验到人山人海的感受。不过，风景真的很好呀，里面又分成了5个小项目，有的项目之间徒步就能到，有的还是需要坐景区里面的大巴车??。不过全部项目都要逛一遍的话，还是需要一整天，因为里面真的太大啦。云南过去不算远，推荐哦。
收起评论",好评
"黄果树景区非常大 景区内以黄果树大瀑布为中心 分布着风格各异的大小18个瀑布 形成一个庞大的瀑布“家族” 另外大景区内由黄果树景区、天星桥景区、陡坡塘景区、滴水滩景区、神龙洞景区、郎宫景区六大景区组成 时间有限 只玩了前三个已消耗大半天 游览后感受 精华处也就是黄果树这块 看完瀑布登山 然后穿越水帘洞……
收起评论",好评
"建议去贵州还是不要自驾游的好，因为贵州的景点都比较分散，几百公里的，路线也比较多，还是要下点功夫的。贵州必打卡的景点有黄果树瀑布，千户苗寨，镇远古镇等。万峰成林，群瀑飞流真的是形容贵州太好了。黄果树瀑布位置在安顺，建议穿运动鞋，除了门票还要买观光车50.还有大瀑布有个扶梯也是要收钱的，景色都十分壮观，大家去看看祖国的壮丽河山和体验异域风情吧
收起评论",好评
"人好多好多！这是对黄果树瀑布的最大认识，每次乘坐景区巴士都要排队一个小时，而且天气还是有些湿答答的。现在贵州政府针对来贵的游客都有很大的优惠政策，所以很划算哦！这里是西游记的取景地之一，所以来水帘洞看看吧
收起评论",好评
"说了好多年，终于在这个奇特的日子，全家出动来到了这块儿风水宝地～全国上下疫情大爆发的日子～我们竟然非常幸运的到了这里，而且景区并没有封（据说我们走的第二天，景区就不让进了…）！因为是冬天来的，所以水并没有想象中的那么丰富～但是整个景区规划，和自然风光还是很宜人的！！值得挑个合适的时间再来好好看看！
收起评论",好评
"好美好壮观 小时候总在那种日历照片 电灯上面看到过 。还有西游记里面的一个片段 现在终于来到瀑布面前 太震撼了 虽然现在不是丰水期 但是依旧挡不住震撼的景象 还出现彩虹。感谢徐霞客这位大神 摩拜啊！！！瀑布还能走进去 非常神器强烈推荐
收起评论",好评
"穿过盆景园，就能隐约听到隆隆的水声了。 曾几何时，以《黄果树瀑布面临断流》为题的新闻在媒体上频频曝光，引来无数对作为亚洲第一大瀑布的黄果树瀑布竟遭如此厄运的叹息和愤怒，故而此行观瀑，事前并没有太高的期望值，权当是“到此一游”罢了。此刻在离瀑布里许之外就听到瀑布的轰响，尽管尚没有到“远隔五里，即闻瀑声”的效果，也算是出乎意料之外，不觉有了几分振奋。 水声在渐行渐近中越来越响，透过山间的林木，已经可以看到一个大大的马蹄型峡谷了。峡谷的岩壁上，乔木、灌木共生，绿叶和藤蔓遮盖着岩石，很有点葱茏。谷底流过一片碧水，水流在河床的高低处跌落，便泛起白色的浪花。水流清澈，在青山掩映下绿如兰草，却不知为什么被称作了“白水河”。巨大的瀑布声从峡谷尽头的右侧发出，那就应该是黄果树瀑布了。 走在峡谷左侧山腰的石道上，有正在步入一所仰慕已久的剧院去看一场仰慕已久的戏剧般的感觉。已经听到了铿锵的锣鼓声，却还没看到场景与演出。想着马上要与它面对面，心便开始驿动。 首先看到的是一条细长的白练，银亮亮的从崖顶伸向谷底。在庐山看三迭泉，就是这样长长的一条白练。而为了看一眼三迭泉，上下二千多级台阶，现在想想，就对当时的自己挺佩服。而在黄果树，这只能算是大幕的一角。然后可以看到第二条、第三条直到无数条，或者笔直或者倾斜着向下坠落。当可以清楚地看到整个瀑布的全貌时，它既没有宣传图片上所呈现的高七十四米宽八十一米、如巨幅的电影银幕般整幅下泻的雄奇壮观，也不是如人们形容的“一股细流，几行清泪”般的凄清惨切，而是挂在崖壁青苔前的一片呈网状交叉的瀑布群。这一场面，倒正好与心理预期相吻合。于是，便悠然地看着水柱从崖顶跃入瀑布底部的犀牛潭，深潭水面因此雾气氤氲，可以想见如果阳光明媚并且角度合适的话，应该能够看到彩虹。 更令人称绝的，是山腰的山道一直可以通到瀑布边，然后有溶洞沿着崖壁在瀑布后面延伸，可以从瀑布的一端走到瀑布的另一端。由于是溶洞，不时有一些孔洞穿透崖壁，像是窗户一般。从孔洞向外望去，瀑布窗帘一样地挂在窗前，影影绰绰有山的绿色透过水流映入，让人浮想连翩，比如想到水帘洞和孙悟空，老龙王及小龙女，等等。 站在瀑布对面看从山道走入溶洞的游人，则像极了蚂蚁搬家的情景：小小的身影排成一列长长的队伍，顺着窄窄的山道蜿蜒进入溶洞，然后从另一端出来，再沿着另一端的山道，下到崖底的犀牛潭边。 只有到了犀牛潭边，在声如闷雷势如骤雨般的氛围中仰视黄果树瀑布，看那巨大的水柱从七十多米的高空不间断地澎湃跃下时，才能有所体会当年徐霞客在《黔游日记一》中所描述的“一溪悬捣，万练飞空，……捣珠崩玉，飞沫反涌，如烟雾腾空，势甚厉雄”的惊心动魄的场面。 白水河在这里跌落二百余尺，在潭中转个圈，停留片刻后，又被后面的来水挤出犀牛潭，淌过潭口平展的褐石，再恢复成河流的模样，清粼粼顺着峡谷流向下游。依然没想通的问题又一次冒出来：这有着绿宝石般颜色的河，为什么叫白水河？ 离开潭边，走过晃悠悠的吊桥，就又回到了初识瀑布时的起点。临上车前，再次回望黄果树瀑布，想到也许这将是看它的最后一眼，眼里便多了几分留恋。 还开出没多远，却见导游在司机耳边嘀咕了几句，汽车便开上了另一条叉道。后来知道导游忘了在景区的入口拿发票，现在要返回去取。 旅行车一路上行，一会儿就到了山顶。山顶上竟然屋舍俨然，是个小镇。镇中间那条湍急的河流，就是白水河。汽车越过河上的石桥，导游说这水流过镇子后从山顶落下，就是刚才看到的黄果树瀑布。 原来这样。
收起评论",好评
"黄果树瀑布，古称白水河瀑布，因本地广泛分布着黄葛榕而得名黄果树，属珠江水系西江干流南盘江支流北盘江支流打帮河的支流可步布河下游白水河段水系，是黄果树瀑布群中规模最大的一级瀑布，也是世界著名的大瀑布之一。 瀑布高度为77.8米，主瀑高67米，瀑布宽101米，主瀑顶宽83.3米。 黄果树瀑布由于徐霞客的游记而出名，一辈子之中有必要去那么一次。
收起评论",好评
众所周知的亚洲第一大瀑布 就不多做点评了下一站龙宫,好评
"黄果树瀑布这个是在贵州最有名的景点，黄果树瀑布的游客也很多，所以我们的车开过去的时候，不能够停在他们门口的停车场，所以把车停到了很远的地方了然后走路过来，黄果树瀑布这个是在小学课本就有，这次来终于见到了真实的黄果树，如果近距离拍照的话需要买一件雨衣因为水雾很大会把身上打湿。 上面还有水帘洞据说是拍西游记的，只可惜这次人太多没有机会
收起评论",好评
"黄果树瀑布，地处贵州省的安顺市，全国乃至全世界知名的瀑布群，一直都是只闻其名不见其“人”，但真的身临其境的时候，就被震撼到。去年的时候去的，天气不错，还能看见彩虹，不是节假日，所以人也少，逛起来很舒服。
收起评论",好评
"旅游景点人很多，但是绝对值得一去，看看西游记的拍摄地，里面景色优美，空气新鲜，看瀑布带雨衣，防止衣服湿掉，很成熟的旅游景点，安全一天时间感觉没有玩够，不要自己去，结伴同行，不需要花钱照相，自己照就可以，有的都不用修片的。
收起评论",好评
黄果树瀑布很壮观，可以看到彩虹。,好评
"黄果树瀑布位于贵州省。古称白水河瀑布，亦名“黄葛墅”瀑布或“黄桷树”瀑布，因本地广泛分布着“黄葛榕”而得名。是我国最大的瀑布，也是世界著名大瀑布之一，以水势浩大著称。黄果树瀑布属喀斯特地貌中的侵蚀裂典型瀑布。 黄果树瀑布素以“雄伟、壮观”而名扬四海，而其最神奇之处在于隐藏于大瀑布半腰上的水帘洞。水帘洞位于大瀑布40 - 47米的高度上，走进水帘洞，真正领略到黄果树瀑布的雄奇和壮观。
收起评论",好评
"作为整个贵州最知名的景点 确实也是风景最秀丽最壮观的景点。陡坡塘瀑布的话就是看个热闹 纯粹是因为西游记而出名。天星桥景区全程太长了 带老人小孩去的就不建议走后半段 到了高老庄可以直接出去。黄果树瀑布作为核心景区 照片完全拍不出瀑布的波澜壮阔 水帘洞有时间的话一定要去
收起评论",好评
"那年十一去的贵州。十一的时候，人真的是非常非常非常非常多。仅次于暑假了。 本来想早点去的，结果因为车的问题耽误了一点时间，起了个大早，赶了个晚集。所以好赶上人流高峰进的景区。 黄果树瀑布是必去的，非常的壮阔，号称亚洲第一瀑布，果然名不虚传。运气好的话可以看到彩虹。去的时候水帘洞在修茸，没有去看到。 陡坡塘的瀑布没有水帘洞那么高，但是也很宽。这里和黄果树瀑布是西游记拍花果山水帘洞的取景地。 天星桥景区有点出乎我的意料之外。这里不仅有很大的水流，里面还有一个大溶洞，溶洞非常的深，非常的大，很值得一看。还有数步生，可以找一找和自己出生年月相同的日期。 景区内有交通车，在三个景点之间来回奔波。我们走的行程是黄果树瀑布，天星桥，陡坡塘。去一定要趁早，去一定要趁早。整个景区有三个大景点，至少需要一天的时间。去的早的话，黄果树那边没什么人可以拍很漂亮的照片。 因为安顺和青岛是对口支援城市，所以对山东游客门票实行优惠，只有几十块钱，非常的实惠。
收起评论",好评
"黄果树瀑布！ 整个景区分为三部分，当然最核心的是这个大瀑布了。远远的就能听到水声，走近更是能看到水雾，运气好可以见到彩虹??。瀑布是上看下看左看右看里看外看，最好玩的当然是从瀑布后面穿过了，在那里只能看到白白的水流，声音大到说话靠喊。一日游妥妥的～
收起评论",好评
"一共分为了3个景区，天星桥，陡坡塘，大瀑布，中间由换乘车，在景区之间开。 天星桥，是水上石头，有365个石头，可以找自己的生日。 陡坡塘，是西游记的取景地 大瀑布，就是黄果树的核心，有水帘洞，建议穿雨衣，冬天去的也很好看，天晴的时候有彩虹
收起评论",好评
"#科技# 购买门票后，景区内各个景点在入口处刷身份证和刷脸就可以进去了 #建议# 景区路牌和地图很少，而且指导不清晰，经常到了路口一脸懵，不知道走哪边好 #景色# 非常美且宏伟，非常值得一看。由于水量大，更多水很飞到地面，弄湿鞋子，建议大家带个防水的鞋套。我得靴子惨变水靴了
收起评论",好评
风景美如画，疑是银河落九天，必打卡的景点。,好评
"黄果树瀑布 黄果树瀑布景区包含3个大景点:大瀑布，天星 桥，陡坡塘。各景区之间需要坐接驳车。门票加车 票大约240元。 大瀑布是最大的瀑布，也是最漂亮的。 天星桥是拍摄西游记的盘丝洞，白龙马出水的地 方。里面有个桥上桥上桥很有特点。瀑布比较急， 暗河比较多，在天星桥一定要注意安全。 陡坡塘据说是拍摄西游记片尾的地方。距离停车场 很近。 游览线路建议:大瀑布用半天时间，然后在紫藤苑 吃中餐，接着在游客中心坐车去天星桥，最后去陡 坡塘。
收起评论",好评
"几年前和朋友一起来过这里。是七八月份，感觉瀑布很宏大，非常壮观，游人也很多，排队的时间很长。这次是春节假期和家人来这里。感觉瀑布的水量没有夏天的时候大。今天有太阳，瀑布下面一直有一道浓重的彩虹。人不多，不需要排队，感觉非常爽。
收起评论",好评
"黄果树瀑布风景区位于贵州省安顺市镇宁布依族苗族自治县内白水河上游。是世界上排名第三，亚洲第一著名的大瀑布。黄果树大瀑布可以从不同的角度前后左右，上上下下五个观景台观赏大瀑布，水声震天，水汽漫天，气势磅礴，令人震撼。瀑布后面还有一个天然岩洞号称水帘洞，可身临其境近距离穿过瀑布，听瀑声，观瀑影，淋瀑雨，黄果树大瀑布风景秀丽，气势万千。非常值得一游。
收起评论",好评
"喜欢安顺的宁静，悠闲的在安顺住了2天才去的黄果树。问了当地人特地去安顺火车站包了当地牌照车去的。 到了黄果树景区门口买好门票车子就带我们一个一个景点去看，少走好多路。 所以我们一整天时间玩的很透，瀑布真是气势磅礴，很远就听到了瀑布倾泻直下的声音。水帘洞是最记忆犹新的，等于从瀑布后面穿过去，穿着雨衣还是被打湿了，特别神奇。 不亏为世界六大的瀑布！！！
收起评论",好评
"起早起床去看瀑布啦！ 安顺到黄果树还有半个多小时的车程（票价22）在客车站就能买票 到了黄果树 先排队去买票 人好多啊 都是慕名而来的么（票价180 学生证半价） 黄果树分为三个景区 大瀑布景区 天星桥景区 陡坡塘景区 先去哪个就先上哪个车 大巴车的前面都贴着目的地的标签 最好看的景区当然是大瀑布景区了 简直太壮观了 里面还有个著名的景点是水帘洞 老版的西游记猴子出洞就在水帘洞取的景 但是要注意防滑
收起评论",好评
